PST;Max TemperatureC;Mean TemperatureC;Min TemperatureC;Dew PointC;MeanDew PointC;Min DewpointC;Max Humidity; Mean Humidity; Min Humidity; Max Sea Level PressurehPa; Mean Sea Level PressurehPa; Min Sea Level PressurehPa; Max VisibilityKm; Mean VisibilityKm; Min VisibilitykM; Max Wind SpeedKm/h; Mean Wind SpeedKm/h; Max Gust SpeedKm/h;Precipitationmm; CloudCover; Events;WindDirDegrees
03/09/2003;24;19;16;16;15;14;93;80;59;1014;1013;1012;16;15;13;29;14;32;0.00;3;Rain;284
04/09/2003;23;19;16;14;13;12;88;73;55;1016;1015;1014;16;16;16;32;16;40;0.00;2;;265
05/09/2003;22;18;15;13;12;11;88;72;53;1017;1016;1015;16;16;16;35;16;47;0.00;2;;264
06/09/2003;22;18;14;13;12;11;87;69;49;1017;1016;1015;16;16;16;29;11;40;0.00;2;;253
07/09/2003;20;17;15;16;14;12;93;81;70;1016;1015;1014;16;16;11;50;19;55;0.00;5;;249
08/09/2003;23;17;13;13;12;11;94;76;53;1015;1014;1012;16;16;16;48;24;63;0.00;4;;274
09/09/2003;23;18;14;17;14;12;93;83;68;1014;1013;1012;16;16;11;39;27;42;0.00;6;;254
10/09/2003;26;19;14;16;13;11;100;79;48;1016;1015;1014;16;15;10;35;14;37;0.00;4;Fog;282
11/09/2003;32;23;16;17;12;8;78;54;29;1017;1016;1014;16;16;14;34;6;45;0.00;0;;284
12/09/2003;35;27;19;18;13;11;84;54;25;1015;1012;1009;16;16;16;34;8;35;0.00;0;;295
13/09/2003;34;26;17;18;12;6;78;54;19;1011;1009;1008;16;16;13;35;10;;0.00;0;;287
14/09/2003;22;18;14;17;14;13;97;82;63;1014;1013;1011;16;16;16;39;16;45;0.00;0;;285
15/09/2003;24;19;14;16;13;11;90;80;53;1015;1014;1013;16;16;16;40;11;;0.00;3;;293
16/09/2003;20;17;13;12;11;9;84;70;50;1015;1014;1012;16;16;16;58;21;74;0.00;2;;253
17/09/2003;25;18;13;13;10;7;90;62;36;1014;1013;1011;16;16;16;34;19;;0.00;0;Fog;269
18/09/2003;30;21;14;16;8;2;72;53;21;1014;1012;1011;16;16;16;37;8;48;0.00;0;;277
19/09/2003;27;20;14;16;12;6;93;69;38;1013;1011;1010;16;16;14;37;11;42;0.00;1;;285
20/09/2003;31;21;13;18;13;11;93;71;34;1012;1010;1008;16;16;16;29;11;;0.00;0;;285
21/09/2003;35;24;16;19;12;6;78;55;25;1010;1008;1007;16;16;14;26;6;;0.00;0;;273
22/09/2003;32;24;18;18;13;8;87;55;28;1009;1008;1007;16;16;14;32;6;;0.00;0;;303
23/09/2003;22;19;16;16;14;13;90;80;61;1013;1010;1009;16;15;13;32;13;;0.00;0;;283
24/09/2003;21;17;14;14;13;13;90;79;65;1016;1015;1013;16;16;14;34;16;40;0.00;5;;254
25/09/2003;18;17;15;13;12;12;88;81;70;1019;1017;1016;16;16;14;34;19;42;0.00;7;;257
26/09/2003;20;17;14;13;13;12;90;83;68;1017;1015;1013;16;15;11;27;13;;0.00;5;;267
27/09/2003;18;16;14;13;13;13;96;86;73;1015;1014;1013;16;16;16;35;14;42;0.00;6;;265
28/09/2003;19;17;14;13;13;12;90;79;65;1015;1014;1013;16;16;16;35;24;42;0.00;5;;257
29/09/2003;21;17;14;13;13;12;94;80;61;1016;1014;1013;16;16;16;42;24;55;0.00;3;;268
30/09/2003;20;17;13;13;12;12;94;84;61;1016;1015;1014;16;15;10;39;21;40;0.00;3;;276
01/10/2003;19;16;13;13;12;12;93;84;70;1019;1018;1016;16;16;14;37;21;47;0.00;7;;261
02/10/2003;17;14;13;12;11;-1;93;83;34;1016;1013;1011;16;16;13;35;19;48;0.00;7;;262
03/10/2003;20;16;12;13;11;-1;90;80;40;1011;1011;1010;16;16;13;32;13;45;0.00;6;;251
04/10/2003;19;16;13;13;12;11;90;80;65;1014;1013;1011;16;16;14;26;14;34;0.00;5;;266
05/10/2003;23;17;13;13;12;11;90;77;49;1015;1014;1012;16;16;13;35;14;;0.00;2;;287
06/10/2003;22;16;11;12;11;11;97;81;53;1014;1012;1011;16;16;14;47;21;58;0.00;1;;284
07/10/2003;19;16;13;13;12;12;93;84;70;1011;1010;1009;16;16;16;27;13;39;0.00;3;;264
08/10/2003;21;16;12;15;13;10;96;83;60;1014;1012;1011;16;15;5;45;19;60;0.00;3;;273
09/10/2003;20;17;13;13;10;7;93;73;47;1014;1013;1011;16;16;13;52;26;63;0.00;2;;262
10/10/2003;21;17;12;8;6;3;74;56;32;1015;1013;1012;16;16;14;34;19;;0.00;1;;268
11/10/2003;21;16;11;11;9;6;89;68;42;1018;1016;1014;16;16;13;42;14;52;0.00;0;;277
12/10/2003;23;17;12;14;10;7;96;70;45;1021;1019;1018;16;16;14;39;14;;0.00;0;;273
13/10/2003;26;18;11;14;8;0;80;63;19;1019;1017;1016;16;16;16;42;6;;0.00;0;;293
14/10/2003;21;16;12;12;8;5;80;62;40;1017;1015;1013;16;16;16;32;8;;0.00;1;;289
15/10/2003;17;14;11;12;10;9;93;79;58;1019;1017;1014;16;16;14;37;19;48;0.00;2;;275
16/10/2003;23;17;12;13;12;11;97;82;51;1021;1020;1019;16;16;16;32;13;;0.00;1;;289
17/10/2003;24;17;12;16;12;9;93;75;47;1020;1018;1015;16;16;13;27;6;;0.00;2;;288
18/10/2003;21;17;13;14;12;11;93;75;58;1018;1017;1016;16;16;16;37;16;47;0.00;3;;272
19/10/2003;23;18;12;13;12;10;90;73;50;1020;1018;1016;16;16;16;34;10;;0.00;3;;282
20/10/2003;24;18;13;15;13;12;96;81;53;1020;1019;1017;16;16;14;32;11;;0.00;1;;296
21/10/2003;27;19;13;16;12;11;100;80;39;1019;1018;1016;16;15;10;37;10;;0.00;2;;284
22/10/2003;20;17;13;14;13;12;97;88;61;1021;1019;1017;16;14;1;34;18;42;0.00;7;Fog;261
23/10/2003;24;18;13;14;12;9;100;82;40;1021;1018;1014;16;9;0;27;8;;0.00;4;Fog;274
24/10/2003;29;21;12;17;8;2;93;55;17;1017;1016;1014;16;16;13;24;5;;0.00;1;;279
25/10/2003;31;23;16;18;6;0;90;37;15;1020;1019;1017;16;16;16;19;6;;0.00;2;;118
26/10/2003;32;23;15;17;8;2;78;46;16;1023;1021;1020;16;16;16;24;5;;0.00;1;;273
27/10/2003;29;22;15;14;9;5;72;49;26;1022;1018;1014;16;16;16;27;5;;0.00;1;;305
28/10/2003;26;21;16;18;12;5;81;59;35;1014;1011;1007;16;16;16;21;5;;0.00;0;;326
29/10/2003;19;16;12;14;10;7;90;69;50;1009;1007;1005;16;16;11;61;18;82;0.00;1;;273
30/10/2003;16;13;11;9;8;4;88;74;51;1012;1011;1009;16;16;16;42;26;55;0.00;2;;260
31/10/2003;13;11;9;8;7;5;86;74;59;1015;1011;1009;16;16;16;23;10;;0.00;6;Rain;67
01/11/2003;16;12;9;9;7;4;89;74;51;1020;1018;1016;16;16;16;27;14;26;0.00;1;;302
02/11/2003;14;11;7;11;7;3;93;75;49;1017;1015;1013;16;15;8;21;8;32;3.81;5;Rain;209
03/11/2003;14;12;9;9;7;6;92;77;62;1021;1017;1013;16;16;16;29;16;39;3.05;3;;257
04/11/2003;14;11;7;8;7;6;93;82;67;1022;1021;1020;16;16;16;26;8;;0.00;2;;243
05/11/2003;13;10;8;12;8;5;100;84;69;1022;1020;1020;16;15;11;10;5;;0.25;7;Rain;165
06/11/2003;16;13;12;13;12;10;100;88;69;1020;1018;1016;16;11;2;35;5;;6.35;8;Rain;50
07/11/2003;17;14;12;14;13;12;100;90;77;1018;1017;1016;16;14;5;24;10;;0.00;6;Rain;101
08/11/2003;18;16;13;13;12;11;97;85;61;1016;1014;1012;16;14;2;39;14;53;17.78;6;Rain-Thunderstorm;137
09/11/2003;18;15;12;13;12;9;97;82;67;1019;1015;1013;16;16;16;24;13;35;0.00;4;Rain;173
10/11/2003;17;14;11;12;11;9;97;82;67;1022;1021;1019;16;16;14;24;6;;0.00;2;;323
11/11/2003;19;14;9;11;8;6;93;74;48;1023;1021;1019;16;16;16;21;5;;0.00;0;;250
12/11/2003;19;15;11;12;8;6;87;65;42;1018;1015;1013;16;16;16;23;6;;0.00;1;;182
13/11/2003;17;13;11;13;10;7;87;77;64;1020;1018;1015;16;16;14;29;10;37;0.00;5;;155
14/11/2003;16;14;12;12;11;8;96;86;58;1021;1019;1017;16;15;6;29;10;47;1.78;6;Rain;161
15/11/2003;14;12;9;11;9;7;93;85;64;1021;1019;1017;16;16;13;14;6;;1.02;5;Rain;211
16/11/2003;16;12;7;13;9;7;100;88;67;1022;1020;1017;16;16;11;14;6;;0.00;4;Rain;212
17/11/2003;16;14;11;13;12;9;100;87;72;1025;1023;1021;16;14;6;37;16;39;0.76;3;Rain;250
18/11/2003;17;13;9;12;11;9;100;86;67;1025;1023;1021;16;15;11;11;3;;0.00;1;Fog;52
19/11/2003;17;13;10;13;11;9;100;88;67;1022;1020;1018;16;12;6;23;6;;0.00;3;Fog;271
20/11/2003;15;13;10;13;10;5;100;85;64;1018;1017;1015;16;14;1;40;16;29;0.00;5;Fog;261
21/11/2003;13;10;7;6;3;0;74;61;45;1021;1019;1017;16;16;16;42;21;55;0.00;1;;279
22/11/2003;13;9;5;3;-1;-3;73;52;34;1025;1023;1021;16;16;16;29;13;;0.00;0;;311
23/11/2003;13;9;6;2;-3;-7;65;44;25;1026;1024;1022;16;16;16;19;10;35;0.00;1;;146
24/11/2003;13;9;6;8;5;2;86;74;53;1022;1019;1015;16;16;14;27;5;;0.00;4;;277
25/11/2003;13;9;5;8;6;3;96;80;49;1019;1017;1016;16;16;16;40;13;52;0.00;2;;283
26/11/2003;15;11;8;8;7;6;90;78;58;1024;1022;1019;16;16;16;24;14;;0.00;1;;271
27/11/2003;13;10;8;9;5;3;86;67;51;1026;1025;1023;16;16;14;21;10;;0.00;4;;112
28/11/2003;13;12;11;10;8;7;89;78;69;1026;1023;1020;16;12;10;10;3;;0.00;7;Rain;98
29/11/2003;13;11;9;9;7;6;89;75;64;1020;1017;1016;16;15;11;13;5;;0.00;6;;120
30/11/2003;12;11;11;12;11;9;100;97;86;1016;1015;1013;16;7;2;14;6;;20.32;8;Rain;56
01/12/2003;15;13;11;13;12;10;97;91;84;1023;1018;1015;16;14;4;26;16;35;6.60;8;Rain;116
02/12/2003;16;14;11;13;12;10;100;93;78;1028;1026;1023;16;15;10;19;10;;0.00;6;Rain;252
03/12/2003;14;12;10;11;11;9;100;95;83;1025;1022;1019;16;8;0;11;2;;0.00;5;Fog;44
04/12/2003;12;10;8;11;9;8;100;93;86;1020;1018;1017;11;8;3;13;3;;4.57;7;Fog-Rain;69
05/12/2003;18;14;12;14;12;11;100;93;72;1017;1016;1015;16;10;3;16;6;;4.57;7;Rain;161
06/12/2003;17;14;13;14;13;12;97;87;75;1015;1013;1011;16;15;6;34;11;42;10.92;7;Rain;160
07/12/2003;14;12;10;13;9;6;90;77;62;1021;1017;1013;16;16;16;32;18;34;0.00;4;;273
08/12/2003;13;9;6;7;5;3;86;72;53;1024;1022;1021;16;16;16;14;6;;0.00;1;;220
09/12/2003;13;10;8;11;7;4;92;79;59;1020;1015;1011;16;15;5;40;10;64;19.30;7;Rain;137
10/12/2003;15;13;11;11;9;7;94;82;69;1018;1015;1011;16;14;5;47;26;61;14.48;6;Rain-Thunderstorm;229
11/12/2003;13;10;8;7;5;4;86;69;55;1023;1020;1016;16;16;16;35;23;47;0.00;3;;271
12/12/2003;13;10;7;12;8;6;97;86;71;1024;1023;1022;16;15;10;16;8;;2.29;7;Rain;118
13/12/2003;17;14;13;12;11;8;94;80;62;1025;1021;1014;16;15;8;37;14;58;1.02;7;Rain;170
14/12/2003;13;10;7;12;7;4;94;78;63;1025;1019;1012;16;14;3;52;29;84;0.76;3;Rain;268
15/12/2003;12;9;5;7;5;4;93;78;61;1028;1027;1024;16;16;16;16;5;;0.00;4;;85
16/12/2003;13;8;4;8;4;3;89;74;59;1029;1027;1026;16;15;11;16;5;;0.00;4;;98
17/12/2003;14;10;6;8;4;2;89;67;45;1027;1024;1022;16;16;16;24;11;;0.00;5;;115
18/12/2003;14;11;8;8;6;4;83;69;55;1022;1020;1018;16;15;14;16;6;;0.00;5;;127
19/12/2003;13;11;9;10;8;4;96;83;59;1018;1016;1014;16;12;5;24;5;;12.19;7;Rain;76
20/12/2003;13;12;11;12;11;11;100;96;93;1018;1017;1014;16;12;4;19;5;;1.27;7;Rain;59
21/12/2003;14;12;11;11;10;9;94;89;77;1023;1021;1018;16;14;10;19;10;;0.00;5;;54
22/12/2003;13;10;8;10;9;8;100;88;77;1022;1019;1014;16;13;6;16;8;;0.00;6;;108
23/12/2003;14;12;10;12;10;8;94;86;77;1013;1011;1009;16;14;5;32;10;29;2.29;8;Rain;126
24/12/2003;17;14;12;12;11;8;97;86;67;1014;1010;1007;16;11;3;45;23;55;11.18;8;Rain;217
25/12/2003;12;10;8;10;6;1;93;76;58;1016;1014;1012;16;16;10;40;14;61;4.83;4;Rain;255
26/12/2003;11;8;6;4;2;0;86;64;53;1027;1023;1017;16;16;16;27;18;37;0.00;3;;276
27/12/2003;10;7;3;8;4;2;93;83;63;1033;1031;1027;16;16;14;10;5;;0.00;1;;242
28/12/2003;10;7;3;7;4;2;97;80;57;1033;1028;1021;16;16;14;16;5;;0.00;5;Rain;111
29/12/2003;14;11;9;11;10;8;96;91;82;1020;1008;1003;16;7;2;58;29;77;66.04;8;Rain;146
30/12/2003;11;9;8;9;8;7;100;89;80;1016;1012;1008;16;15;8;19;3;;0.51;6;Rain;70
31/12/2003;12;10;8;9;8;7;97;89;74;1016;1015;1014;16;12;6;23;5;;0.00;7;Rain;157
01/01/2004;13;10;7;11;8;6;90;84;71;1019;1014;1010;16;10;2;71;27;87;54.86;7;Rain;195
02/01/2004;11;7;4;7;5;2;97;83;68;1020;1018;1016;16;15;8;24;8;;6.60;4;Rain;222
03/01/2004;10;8;4;3;2;0;89;70;50;1027;1025;1020;16;16;16;14;8;;0.00;1;;314
04/01/2004;9;6;2;4;3;1;97;80;66;1030;1028;1027;16;16;16;14;5;;0.00;3;;24
05/01/2004;12;8;4;4;2;-1;83;65;45;1028;1025;1023;16;16;16;21;11;;0.00;3;;112
06/01/2004;11;9;7;7;4;2;83;71;59;1022;1018;1015;16;15;13;14;5;;1.52;7;Rain;127
07/01/2004;14;11;8;9;7;2;90;73;51;1019;1017;1014;16;16;13;27;11;;0.00;8;Rain;133
08/01/2004;16;13;11;10;8;4;92;74;55;1020;1019;1018;16;16;13;29;8;39;0.00;7;;87
09/01/2004;16;13;11;13;11;6;100;86;60;1023;1021;1018;16;11;2;34;11;48;4.06;7;Rain;108
10/01/2004;15;13;11;12;11;10;100;90;75;1023;1021;1018;16;12;2;11;3;;0.25;6;Rain;48
11/01/2004;16;12;8;11;10;8;100;88;67;1018;1016;1015;16;15;10;13;5;;0.00;5;;119
12/01/2004;12;10;8;11;9;8;100;94;88;1024;1021;1017;8;5;0;10;5;;0.25;5;Fog;108
13/01/2004;13;10;8;9;8;7;100;91;72;1025;1024;1023;14;6;0;16;8;;0.00;6;Fog;81
14/01/2004;10;9;8;9;7;7;93;89;83;1023;1021;1019;11;8;5;13;6;;0.51;7;Fog-Rain;76
15/01/2004;12;10;8;11;9;7;97;92;86;1019;1018;1016;16;11;5;19;3;;0.00;7;;218
16/01/2004;12;11;10;11;9;7;100;86;71;1019;1017;1016;16;13;8;16;8;;0.00;7;;88
17/01/2004;12;11;9;8;7;6;83;78;69;1020;1019;1017;14;13;10;24;11;;0.00;4;;71
18/01/2004;13;11;9;10;8;7;93;82;69;1023;1022;1020;14;11;6;16;11;;0.00;5;;22
19/01/2004;12;11;10;10;9;8;100;92;83;1023;1021;1019;16;10;4;14;10;;0.00;7;;70
20/01/2004;13;11;8;10;8;7;96;84;72;1021;1019;1019;16;15;8;23;10;;0.25;4;;325
21/01/2004;14;11;7;8;5;2;93;72;42;1027;1024;1022;16;16;13;23;5;;0.00;0;;124
22/01/2004;15;9;4;9;6;2;89;78;41;1029;1026;1025;16;16;16;21;6;;0.00;0;;262
23/01/2004;11;8;6;9;7;5;97;87;71;1025;1022;1017;16;12;6;24;8;;1.27;6;Rain;23
24/01/2004;13;11;9;10;8;5;97;88;74;1018;1017;1015;16;10;2;42;13;52;5.08;6;Rain;338
25/01/2004;12;9;7;6;4;2;86;71;54;1023;1021;1019;16;16;16;19;10;;0.00;4;;278
26/01/2004;13;10;8;8;7;6;90;79;64;1024;1023;1022;16;16;16;24;8;;0.00;7;;155
27/01/2004;14;12;10;12;10;8;100;90;82;1024;1022;1021;16;15;8;26;16;37;1.02;6;Rain;213
28/01/2004;14;10;7;9;8;6;97;89;74;1026;1025;1024;16;15;11;27;8;34;0.00;4;;296
29/01/2004;11;10;9;10;9;9;97;92;86;1025;1024;1022;16;12;6;14;6;;0.00;8;;33
30/01/2004;13;11;9;11;8;4;100;83;64;1023;1021;1019;16;14;4;34;13;40;1.27;7;Rain;258
31/01/2004;13;9;6;6;4;2;80;67;51;1020;1019;1018;16;16;14;35;16;45;0.00;2;;285
01/02/2004;11;9;8;9;8;6;100;90;80;1019;1017;1016;16;12;3;24;11;;0.25;8;Rain;128
02/02/2004;13;11;9;11;8;6;94;85;66;1016;1010;1008;16;14;2;50;16;69;18.03;7;Rain;182
03/02/2004;12;11;9;10;9;7;96;88;82;1018;1014;1011;16;14;6;35;16;45;10.67;7;Rain;273
04/02/2004;13;11;8;9;8;7;97;86;72;1024;1021;1018;16;16;14;23;6;;0.00;5;;300
05/02/2004;13;9;6;9;7;5;100;88;77;1027;1025;1024;16;15;11;26;6;;0.00;4;;268
06/02/2004;14;11;8;9;8;6;94;84;62;1030;1028;1026;16;16;11;35;10;45;0.51;6;Rain;245
07/02/2004;13;10;7;8;6;3;90;77;59;1031;1029;1026;16;16;16;27;13;;0.00;2;;290
08/02/2004;14;9;4;7;4;1;93;73;40;1027;1025;1024;16;16;16;23;6;;0.00;1;;248
09/02/2004;16;10;4;7;3;0;89;65;38;1024;1023;1021;16;16;16;19;5;;0.00;0;;243
10/02/2004;16;12;8;6;2;-2;66;50;34;1025;1023;1022;16;16;16;24;14;;0.00;0;;98
11/02/2004;16;10;4;7;4;1;89;70;42;1023;1021;1019;16;16;14;14;3;;0.00;0;;283
12/02/2004;17;11;6;9;5;-3;89;70;33;1022;1020;1019;16;15;11;24;5;;0.00;2;;192
13/02/2004;15;11;8;8;4;2;83;63;44;1022;1020;1018;16;16;16;37;10;52;0.00;7;;152
14/02/2004;14;12;11;11;8;5;93;77;60;1024;1022;1021;16;16;16;19;5;;0.00;6;;15
15/02/2004;16;12;9;12;10;8;97;87;64;1022;1020;1019;16;15;11;13;6;;1.27;6;Rain;33
16/02/2004;16;13;11;14;12;8;100;89;77;1020;1019;1016;16;11;4;47;26;71;13.21;8;Rain;133
17/02/2004;18;16;14;14;12;11;94;81;67;1020;1017;1015;16;11;2;72;32;100;14.48;8;Rain;165
18/02/2004;14;12;10;13;10;7;94;84;72;1023;1020;1017;16;15;5;58;23;69;9.91;5;Rain;261
19/02/2004;12;10;8;8;7;6;86;80;69;1024;1022;1018;16;16;16;24;13;;0.00;5;;263
20/02/2004;13;11;9;8;7;6;93;79;66;1018;1014;1012;16;16;16;13;8;;1.27;6;Rain;171
21/02/2004;12;10;8;9;7;6;90;80;66;1011;1010;1007;16;16;13;10;2;;1.02;6;Rain;96
22/02/2004;13;11;9;10;8;6;97;82;64;1008;1006;1005;16;14;6;16;8;27;1.52;7;Rain;181
23/02/2004;15;12;9;10;8;7;93;81;67;1014;1011;1008;16;16;14;24;5;32;0.00;6;;196
24/02/2004;15;13;11;9;8;6;92;75;55;1018;1016;1014;16;15;6;26;14;37;2.29;7;Rain;167
25/02/2004;15;12;9;12;10;7;94;82;67;1012;1006;1002;16;11;2;61;39;72;37.08;7;Rain-Thunderstorm;176
26/02/2004;13;11;9;9;7;6;83;78;67;1015;1011;1007;16;16;11;29;18;39;3.30;5;Rain;211
27/02/2004;13;10;8;8;7;6;96;81;69;1021;1018;1015;16;16;8;34;13;45;1.52;4;Rain;271
28/02/2004;14;10;7;8;7;5;93;79;55;1023;1022;1021;16;16;16;32;14;45;0.00;3;;271
29/02/2004;12;11;9;8;7;7;93;79;69;1022;1021;1018;16;16;16;27;11;32;0.00;5;Rain;248
01/03/2004;12;10;9;10;8;6;93;84;74;1018;1012;1009;16;14;5;42;21;52;1.78;7;Rain;220
02/03/2004;18;12;7;8;6;3;86;64;43;1016;1012;1011;16;16;16;29;16;45;0.00;2;;323
03/03/2004;14;12;10;9;7;3;89;68;46;1019;1017;1015;16;16;14;27;13;;0.00;3;Rain;286
04/03/2004;16;12;9;9;8;7;93;80;62;1019;1017;1017;16;16;14;48;19;66;0.00;2;;271
05/03/2004;15;11;8;9;9;7;93;83;69;1027;1023;1020;16;16;16;39;19;48;0.00;4;;262
06/03/2004;17;13;9;11;9;8;100;85;70;1029;1028;1026;16;16;16;39;14;;0.00;2;;272
07/03/2004;23;16;9;12;10;8;100;85;42;1029;1027;1023;16;11;0;26;3;;0.00;2;Fog;259
08/03/2004;24;17;10;14;11;9;100;73;42;1024;1022;1021;16;15;11;8;2;;0.00;2;;102
09/03/2004;23;18;12;15;12;10;87;76;51;1022;1020;1017;16;15;13;26;8;;0.00;0;;289
10/03/2004;25;19;13;11;9;5;80;55;31;1018;1017;1015;16;16;14;34;16;;0.00;0;;297
11/03/2004;24;18;11;13;9;4;93;68;29;1016;1015;1013;16;15;11;34;6;;0.00;1;;274
12/03/2004;22;16;10;13;10;9;96;77;47;1016;1014;1012;16;13;10;29;13;;0.00;0;;289
13/03/2004;21;16;11;14;11;8;93;78;54;1020;1016;1014;16;15;13;32;8;;0.00;1;;300
14/03/2004;25;17;9;15;11;8;97;76;42;1023;1021;1020;16;15;11;35;10;;0.00;1;;293
15/03/2004;27;19;12;13;9;8;80;59;32;1022;1021;1019;16;16;14;24;3;;0.00;1;;286
16/03/2004;28;21;14;13;8;3;81;50;23;1020;1018;1015;16;16;16;19;5;;0.00;0;;276
17/03/2004;27;21;13;14;9;5;84;58;27;1016;1014;1012;16;16;14;24;6;;0.00;0;;281
18/03/2004;24;18;11;14;11;9;93;75;46;1016;1013;1011;16;16;13;35;13;45;0.00;2;;290
19/03/2004;19;14;10;11;9;7;96;76;48;1019;1017;1016;16;16;14;32;18;40;0.00;1;;285
20/03/2004;25;17;9;13;9;2;90;71;38;1021;1019;1017;16;16;16;27;6;;0.00;1;;301
21/03/2004;17;14;12;12;11;10;94;86;70;1022;1020;1016;16;15;11;37;13;45;0.00;4;;285
22/03/2004;16;13;11;12;11;10;97;89;72;1017;1015;1013;16;15;8;40;21;53;0.00;6;;254
23/03/2004;16;13;11;11;9;7;97;82;54;1019;1016;1014;16;16;13;42;27;55;0.00;5;;260
24/03/2004;18;15;12;12;11;9;94;80;58;1022;1020;1019;16;16;16;34;21;39;0.00;4;;262
25/03/2004;16;13;10;13;9;4;94;83;47;1021;1018;1015;16;14;3;32;13;50;13.21;6;Rain;216
26/03/2004;14;11;8;8;8;7;96;75;60;1026;1024;1022;16;16;16;24;10;;0.00;5;;238
27/03/2004;17;13;11;12;11;8;100;86;67;1027;1025;1023;16;12;3;29;13;;1.78;5;Rain;221
28/03/2004;22;16;9;14;11;8;97;75;45;1022;1019;1016;16;16;16;14;5;;0.00;1;;330
29/03/2004;18;14;12;14;11;9;93;82;63;1017;1015;1014;16;16;13;37;13;42;0.00;5;;273
30/03/2004;15;12;10;12;9;7;100;85;64;1018;1016;1015;16;14;4;50;23;61;0.25;6;Rain;265
31/03/2004;15;12;9;8;6;6;86;72;53;1018;1017;1016;16;16;14;47;19;55;0.00;1;;261
01/04/2004;18;12;7;8;6;2;90;62;37;1017;1014;1010;16;16;16;47;19;55;0.00;0;;278
02/04/2004;21;18;13;4;1;-1;55;37;24;1011;1010;1008;16;16;16;42;26;63;0.00;0;;308
03/04/2004;19;14;11;11;8;2;92;73;45;1017;1015;1011;16;16;14;40;11;53;0.00;2;;269
04/04/2004;13;12;11;9;8;7;89;80;72;1019;1017;1016;16;16;16;35;19;45;0.00;6;;242
05/04/2004;15;13;11;8;7;5;83;70;57;1019;1019;1018;16;16;16;39;24;55;0.00;5;;262
06/04/2004;16;12;9;8;7;6;87;75;60;1020;1019;1019;16;16;16;39;26;48;0.00;3;;260
07/04/2004;19;13;9;11;9;7;93;77;50;1020;1018;1015;16;16;13;42;18;53;0.00;2;;275
08/04/2004;17;13;11;11;10;9;96;86;67;1016;1015;1014;16;15;13;42;23;53;0.00;5;;270
09/04/2004;21;16;10;12;10;9;96;83;54;1018;1016;1015;16;14;8;37;11;48;0.00;3;;280
10/04/2004;21;14;8;14;10;8;100;86;49;1015;1014;1013;16;14;8;42;18;53;0.00;1;;288
11/04/2004;16;12;9;11;9;8;100;85;70;1018;1016;1014;16;16;11;34;14;;0.00;6;;282
12/04/2004;16;13;11;11;9;7;88;80;72;1019;1018;1017;16;16;16;37;19;52;0.00;6;;259
13/04/2004;18;13;10;9;8;6;86;73;55;1021;1020;1018;16;16;16;29;19;42;0.00;5;;255
14/04/2004;19;14;11;11;9;7;89;76;52;1021;1020;1019;16;16;11;32;13;45;0.00;5;Rain;222
15/04/2004;15;12;10;9;6;1;86;67;42;1020;1019;1017;16;16;16;29;14;29;0.00;5;;259
16/04/2004;17;12;8;8;7;5;90;71;48;1018;1017;1016;16;16;16;26;10;34;0.00;4;;237
17/04/2004;16;13;10;10;7;6;86;73;53;1020;1017;1015;16;16;13;35;14;48;0.76;4;Rain;251
18/04/2004;14;11;9;9;8;6;90;78;58;1024;1023;1020;16;16;13;19;8;;1.02;6;Rain;170
19/04/2004;17;13;11;12;9;8;93;76;56;1023;1022;1021;16;16;8;34;14;47;0.25;8;Rain;152
20/04/2004;18;15;13;13;11;8;100;77;58;1023;1022;1021;16;14;4;27;18;40;0.51;7;Rain;234
21/04/2004;17;14;11;12;9;6;89;73;52;1021;1020;1018;16;16;11;52;19;61;0.00;5;;234
22/04/2004;23;16;9;9;7;4;89;61;32;1020;1019;1017;16;16;16;32;18;;0.00;0;;284
23/04/2004;24;18;11;12;9;6;86;65;38;1020;1018;1015;16;16;16;37;11;45;0.00;1;;283
24/04/2004;27;19;11;13;10;7;93;62;35;1017;1016;1014;16;16;14;34;11;;0.00;0;;285
25/04/2004;31;21;13;15;11;7;87;57;30;1018;1016;1015;16;16;13;27;5;;0.00;0;;318
26/04/2004;32;23;16;16;11;7;84;52;28;1020;1018;1017;16;16;16;35;8;29;0.00;1;;305
27/04/2004;31;21;13;16;10;4;93;56;21;1019;1016;1013;16;16;16;42;10;48;0.00;0;;294
28/04/2004;21;16;13;12;10;7;90;70;50;1013;1010;1007;16;14;11;47;19;53;0.00;0;;276
29/04/2004;25;18;12;11;7;2;90;46;24;1015;1011;1008;16;16;16;42;19;40;0.00;1;;314
30/04/2004;20;14;11;11;10;9;93;79;56;1020;1018;1015;16;15;13;39;21;;0.00;1;;287
01/05/2004;24;17;10;12;10;8;96;77;37;1022;1021;1019;16;14;10;42;18;;0.00;2;;289
02/05/2004;28;19;12;16;11;8;87;66;37;1021;1019;1017;16;16;16;42;13;55;0.00;0;;297
03/05/2004;22;16;11;12;11;8;100;77;55;1017;1016;1014;16;16;16;40;26;50;0.00;0;;285
04/05/2004;19;15;11;11;10;9;94;79;56;1015;1014;1013;16;16;14;40;29;53;0.00;2;;261
05/05/2004;18;14;11;11;9;9;93;76;56;1015;1014;1013;16;16;14;42;24;42;0.00;3;;263
06/05/2004;19;16;12;11;9;6;90;68;50;1017;1015;1014;16;16;16;47;16;60;0.00;4;;207
